almacen,codigo,producto,categoria,unidad,saldo,saldo_fisico,por_ingresar,transito,salida_espera,reservas,saldo_virtual
WH/Stock,0801001,Barra CONSTR ASTM A615 G60 8mX9M,Barra de Construcción,Unit(s),0,0,6991.000,0,0,0,6991.000
WH/Stock,0801003,"Barra CONSTR ASTM A615 G60 3/8""X9M",Barra de Construcción,Unit(s),419.000,419.000,63730.000,0,0,0,64149.000
WH/Stock,0801004,Barra CONSTR ASTM A615 G60 12mX9M,Barra de Construcción,Unit(s),0,0,1561.000,0,0,0,1561.000
WH/Stock,0801006,"Barra CONSTR ASTM A615 G60 5/8""X9M",Barra de Construcción,Unit(s),0,0,17220.000,0,0,0,17220.000
WH/Stock,0801007,"Barra CONSTR ASTM A615 G60 3/4""X9M",Barra de Construcción,Unit(s),0,0,3326.000,0,0,0,3326.000
WH/Stock,0801012,Cemento Portland Puzolanico IP YURAX42.5 Kg.,Barra de Construcción,bls.,0,0,12600.000,0,0,0,12600.000
WH/Stock,0801018,"Barra CONSTR ASTM A615 G60 3/4""X9M SP",Barra de Construcción,Unit(s),0,0,612.000,0,0,0,612.000
WH/Stock,0801019,"Barra CONSTR ASTM A615 G60 5/8""X9M SP",Barra de Construcción,Unit(s),0,0,4200.000,0,0,0,4200.000
WH/Stock,0801020,"Barra CONSTR ASTM A615 G60 3/8""X9M SP",Barra de Construcción,Unit(s),0,0,19968.000,0,0,0,19968.000
WH/Stock,0801021,"Barra CONSTR ASTM A615 G60 1/2""X9M SP",Barra de Construcción,Unit(s),0,0,13921.000,0,0,0,13921.000
WH/Stock,0801022,Barra CONSTR ASTM A615 G60 6mX9M SP,Barra de Construcción,Unit(s),0,0,15480.000,0,0,0,15480.000
WH/Stock,0801027,Barra CONSTR ASTM A615 G60 8mX9M SP,Barra de Construcción,Unit(s),0,0,2304.000,0,0,0,2304.000
WH/Stock,0801028,Barra CONSTR ASTM A615 G60 12mX9M SP,Barra de Construcción,Unit(s),0,0,1040.000,0,0,0,1040.000
WH/Stock,0829002,Barra CONSTR ASTM A615 G60 6mX9M,Barra de Construcción,Unit(s),0,0,42312.000,0,0,0,42312.000
WH/Stock,0829005,"Barra CONSTR ASTM A615 G60 1/2""X9M",Barra de Construcción,Unit(s),233.000,233.000,61926.000,0,0,0,62159.000
WH/Stock,0829008,"Barra CONSTR ASTM A615 G60 1""X9M",Barra de Construcción,Unit(s),0,0,566.000,0,0,0,566.000
WH/Stock,1105003,Hoja de Sierra Aceros arequipa N° 18,Hojas de Sierra,Unit(s),0,0,1000.000,0,0,0,1000.000
WH/Stock,1105004,Hoja de Sierra Aceros Arequipa N° 24,Hojas de Sierra,Unit(s),0,0,500.000,0,0,0,500.000
WH/Stock,0904007,"Disco de Corte A30 RBN 7""X1/8""X7/8"" ABRALIT",Disco,Unit(s),0,0,480.000,0,0,0,480.000
WH/Stock,0904046,"Disco de Corte 4.1/2""X1/8""X7/8"" 3M A. A.",Disco,Unit(s),0,0,200.000,0,0,0,200.000
WH/Stock,0904047,"Disco de Corte 7""X1/8""X7/8"" 3M A. A.",Disco,Unit(s),0,0,200.000,0,0,0,200.000
WH/Stock,0904049,"Disco de Desbaste 4.1/2""X1/4""X7/8"" 3M A. A.",Disco,Unit(s),0,0,300.000,0,0,0,300.000
WH/Stock,0904050,"Disco de Desbaste 7""X1/4""X7/8"" 3M A. A.",Disco,Unit(s),0,0,200.000,0,0,0,200.000
WH/Stock,0904052,"Disco de Corte 14""X1/8""X1"" 3M A. A.",Disco,Unit(s),0,0,300.000,0,0,0,300.000
WH/Stock,0904061,Disco de Corte A46 TBNA 180mX1.6mX22.23m 3M A.A.,Disco,Unit(s),0,0,680.000,0,0,0,680.000
WH/Stock,0101001,ANG 20mX20mX2.0mX6.0m,Angulo,Unit(s),0,0,12058.000,0,0,0,12058.000
WH/Stock,0101002,ANG 20mX20mX2.5mX6.0m,Angulo,Unit(s),0,0,1824.000,0,0,0,1824.000
WH/Stock,0101003,ANG 20mX20mX3.0mX6.0m,Angulo,Unit(s),0,0,760.000,0,0,0,760.000
WH/Stock,0101004,ANG 25mX25mX2.0mX6.0m,Angulo,Unit(s),0,0,17278.000,0,0,0,17278.000
WH/Stock,0101005,ANG 25mX25mX2.5mX6.0m,Angulo,Unit(s),0,0,3420.000,0,0,0,3420.000
WH/Stock,0101006,ANG 25mX25mX3.0mX6.0m,Angulo,Unit(s),0,0,4920.000,0,0,0,4920.000
WH/Stock,0101007,ANG 25mX25mX4.5mX6.0m,Angulo,Unit(s),0,0,412.000,0,0,0,412.000
WH/Stock,0101009,ANG 30mX30mX2.0mX6.0m,Angulo,Unit(s),0,0,3850.000,0,0,0,3850.000
WH/Stock,0101010,ANG 30mX30mX2.5mX6.0m,Angulo,Unit(s),0,0,2054.000,0,0,0,2054.000
WH/Stock,0101011,ANG 30mX30mX3.0mX6.0m,Angulo,Unit(s),0,0,1976.000,0,0,0,1976.000
WH/Stock,0101012,ANG 30mX30mX4.5mX6.0m,Angulo,Unit(s),0,0,664.000,0,0,0,664.000
WH/Stock,0101014,ANG 38mX38mX2.0mX6.0m,Angulo,Unit(s),528.000,528.000,2424.000,0,0,0,2952.000
WH/Stock,0101015,"ANG 1.1/2""X1.1/2""X3/32""X6.0m",Angulo,Unit(s),0,0,944.000,0,0,0,944.000
WH/Stock,0101016,"ANG 1.1/2""X1.1/2""X1/8""X6.0m",Angulo,Unit(s),950.000,950.000,5758.000,0,0,0,6708.000
WH/Stock,0101017,"ANG 1.1/2""X1.1/2""X3/16""X6.0m",Angulo,Unit(s),0,0,2394.000,0,0,0,2394.000
WH/Stock,0101018,"ANG 1.1/2""X1.1/2""X1/4""X6.0m",Angulo,Unit(s),200.000,200.000,800.000,0,0,0,1000.000
WH/Stock,0101020,"ANG 2""X2""X1/8""X6.0m",Angulo,Unit(s),0,0,1306.000,0,0,0,1306.000
WH/Stock,0101021,"ANG 2""X2""X3/16""X6.0m",Angulo,Unit(s),0,0,1648.000,0,0,0,1648.000
WH/Stock,0101022,"ANG 2""X2""X1/4""X6.0m",Angulo,Unit(s),0,0,1368.000,0,0,0,1368.000
WH/Stock,0101024,"ANG 2""X2""X3/8""X6.0m",Angulo,Unit(s),0,0,200.000,0,0,0,200.000
WH/Stock,0101025,"ANG 2.1/2""X2.1/2""X3/16""X6.0m",Angulo,Unit(s),0,0,296.000,0,0,0,296.000
WH/Stock,0101026,"ANG 2.1/2""X2.1/2""X1/4""X6.0m",Angulo,Unit(s),112.000,112.000,336.000,0,0,0,448.000
WH/Stock,0101027,"ANG 2.1/2""X2.1/2""X3/8""X6.0m",Angulo,Unit(s),0,0,380.000,0,0,0,380.000
WH/Stock,0101030,"ANG 3""X3""X1/4""X6.0m",Angulo,Unit(s),46.000,46.000,546.000,0,0,0,592.000
WH/Stock,0101032,"ANG 3""X3""X3/8""X6.0m",Angulo,Unit(s),0,0,68.000,0,0,0,68.000
WH/Stock,0101033,"ANG 3""X3""X1/2""X6.0m",Angulo,Unit(s),48.000,48.000,48.000,0,0,0,96.000
WH/Stock,0101035,"ANG 4""X4""X3/8""X6.0m",Angulo,Unit(s),0,0,44.000,0,0,0,44.000
WH/Stock,0101036,"ANG 4""X4""X1/2""X6.0m",Angulo,Unit(s),0,0,64.000,0,0,0,64.000
WH/Stock,0102001,Tee 3mX20mX20mX6.0m,TEE,Unit(s),0,0,1528.000,0,0,0,1528.000
WH/Stock,0102002,Tee 3mX25mX25mX6.0m,TEE,Unit(s),0,0,2392.000,0,0,0,2392.000
WH/Stock,0102004,"Tee 1/8""X1.1/2""X1.1/2""X6.0m",TEE,Unit(s),0,0,368.000,0,0,0,368.000
WH/Stock,0102112,Tee 3mX25mX25mX6.0m ( I ),TEE,Unit(s),0,0,600.000,0,0,0,600.000
WH/Stock,0103002,Barra Cuadrada 9mX6.0m,Barra Cuadrada,Unit(s),2080.000,2080.000,2616.000,0,0,0,4696.000
WH/Stock,0103003,Barra Cuadrada 12mX6.0m,Barra Cuadrada,Unit(s),1200.000,1200.000,4050.000,0,0,0,5250.000
WH/Stock,0103004,Barra Cuadrada 15mX6.0m,Barra Cuadrada,Unit(s),0,0,190.000,0,0,0,190.000
WH/Stock,0103005,"Barra Cuadrada 3/4""X6.0m",Barra Cuadrada,Unit(s),0,0,120.000,0,0,0,120.000
WH/Stock,0103006,"Barra Cuadrada 1""X6.0m",Barra Cuadrada,Unit(s),0,0,68.000,0,0,0,68.000
WH/Stock,0104001,"Barra RED Lisa 3/8""X6.0m",Barra Redonda,Unit(s),0,0,6560.000,0,0,0,6560.000
WH/Stock,0104002,"Barra RED Lisa 1/2""X6.0m",Barra Redonda,Unit(s),0,0,6460.000,0,0,0,6460.000
WH/Stock,0104003,"Barra RED Lisa 5/8""X6.0m",Barra Redonda,Unit(s),0,0,1488.000,0,0,0,1488.000
WH/Stock,0104004,"Barra RED Lisa 3/4""X6.0m",Barra Redonda,Unit(s),0,0,1244.000,0,0,0,1244.000
WH/Stock,0104005,"Barra RED Lisa 7/8""X6.0m",Barra Redonda,Unit(s),0,0,224.000,0,0,0,224.000
WH/Stock,0104006,"Barra RED Lisa 1""X6.0m",Barra Redonda,Unit(s),0,0,1402.000,0,0,0,1402.000
WH/Stock,0104012,"Barra RED Pulida 1.3/4""X6.0m",Barra Redonda,Unit(s),0,0,28.000,0,0,0,28.000
WH/Stock,0105001,Barra   Ornamental 9mX6.0m,Barra Cuadrada Ornamental,Unit(s),0,0,1240.000,0,0,0,1240.000
WH/Stock,0105002,Barra   Ornamental 12mX6.0m,Barra Cuadrada Ornamental,Unit(s),0,0,720.000,0,0,0,720.000
WH/Stock,0107002,"Platina 1/8""X1/2""X6.0m",Platina,Unit(s),0,0,2232.000,0,0,0,2232.000
WH/Stock,0107006,"Platina 1/8""X5/8""X6.0m",Platina,Unit(s),1744.000,1744.000,4360.000,0,0,0,6104.000
WH/Stock,0107007,"Platina 3/16""X5/8""X6.0m",Platina,Unit(s),0,0,596.000,0,0,0,596.000
WH/Stock,0107010,"Platina 1/8""X3/4""X6.0m",Platina,Unit(s),0,0,2160.000,0,0,0,2160.000
WH/Stock,0107011,"Platina 3/16""X3/4""X6.0m",Platina,Unit(s),0,0,1470.000,0,0,0,1470.000
WH/Stock,0107014,"Platina 1/8""X1""X6.0m",Platina,Unit(s),1120.000,1120.000,2520.000,0,0,0,3640.000
WH/Stock,0107015,"Platina 3/16""X1""X6.0m",Platina,Unit(s),740.000,740.000,740.000,0,0,0,1480.000
WH/Stock,0107016,"Platina 1/4""X1""X6.0m",Platina,Unit(s),0,0,548.000,0,0,0,548.000
WH/Stock,0107019,"Platina 1/8""X1.1/4""X6.0m",Platina,Unit(s),0,0,880.000,0,0,0,880.000
WH/Stock,0107020,"Platina 3/16""X1.1/4""X6.0m",Platina,Unit(s),0,0,1140.000,0,0,0,1140.000
WH/Stock,0107021,"Platina 1/4""X1.1/4""X6.0m",Platina,Unit(s),0,0,440.000,0,0,0,440.000
WH/Stock,0107022,"Platina 1/8""X1.1/2""X6.0m",Platina,Unit(s),0,0,1080.000,0,0,0,1080.000
WH/Stock,0107023,"Platina 3/16""X1.1/2""X6.0m",Platina,Unit(s),0,0,968.000,0,0,0,968.000
WH/Stock,0107024,"Platina 1/4""X1.1/2""X6.0m",Platina,Unit(s),0,0,724.000,0,0,0,724.000
WH/Stock,0107025,"Platina 1/2""X1.1/2""X6.0m",Platina,Unit(s),0,0,184.000,0,0,0,184.000
WH/Stock,0107028,"Platina 1/8""X2"" X6.0m",Platina,Unit(s),0,0,1088.000,0,0,0,1088.000
WH/Stock,0107029,"Platina 3/16""X2"" X6.0m",Platina,Unit(s),0,0,736.000,0,0,0,736.000
WH/Stock,0107030,"Platina 1/4""X2""X6.0m",Platina,Unit(s),0,0,544.000,0,0,0,544.000
WH/Stock,0107034,"Platina 3/16""X2.1/2""X6.0m",Platina,Unit(s),140.000,140.000,140.000,0,0,0,280.000
WH/Stock,0107035,"Platina 1/4""X2.1/2""X6.0m",Platina,Unit(s),0,0,440.000,0,0,0,440.000
WH/Stock,0107040,"Platina 3/16""X3"" X6.0m",Platina,Unit(s),0,0,236.000,0,0,0,236.000
WH/Stock,0107041,"Platina 1/4""X3"" X6.0m",Platina,Unit(s),90.000,90.000,360.000,0,0,0,450.000
WH/Stock,0107046,"Platina 1/4""X4"" X6.0m",Platina,Unit(s),0,0,142.000,0,0,0,142.000
WH/Stock,0107049,"Platina 5/8""X4""X6.0m",Platina,Unit(s),0,0,52.000,0,0,0,52.000
WH/Stock,0108008,"Canal U 2""X1""X2.58 Lb/pie ",Canal U,Unit(s),0,0,176.000,0,0,0,176.000
WH/Stock,1504008,Base Zincromato 1 Galon (Anypsa),Anypsa 1 Galon,gal(s),0,0,7.000,0,0,0,7.000
WH/Stock,0406051,Plancha Ond. 0.22mX0.80mX1.8m AA,Ondulada,Pl,0,0,1500.000,0,0,0,1500.000
WH/Stock,0406056,Plancha Ond. 0.22mX0.80mX3.6m AA,Ondulada,Pl,0,0,2000.000,0,0,0,2000.000
WH/Stock,0601002,Punto Azul 1/8 (3.25),Convencionales,kg,0,0,14000.000,0,0,0,14000.000
WH/Stock,0601007,Cellocord P (5.0),Convencionales,kg,0,0,50.000,0,0,0,50.000
WH/Stock,0601013,Cellocord AP 2.5,Convencionales,kg,0,0,700.000,0,0,0,700.000
WH/Stock,0601014,Cellocord AP 3.25,Convencionales,kg,0,0,19275.000,0,0,0,19275.000
WH/Stock,0601015,Cellocord AP 4.0,Convencionales,kg,0,0,1500.000,0,0,0,1500.000
WH/Stock,0601016,Cellocord AP 5.0,Convencionales,kg,0,0,25.000,0,0,0,25.000
WH/Stock,0601018,Supercito 3/32 (2.5),Convencionales,kg,0,0,800.000,0,0,0,800.000
WH/Stock,0601019,Supercito 1/8 (3.25),Convencionales,kg,0,0,9600.000,0,0,0,9600.000
WH/Stock,0601020,Supercito 5/32 (4.0),Convencionales,kg,0,0,1200.000,0,0,0,1200.000
WH/Stock,0601021,Supercito 3/16 (5.0),Convencionales,kg,0,0,125.000,0,0,0,125.000
WH/Stock,0601022,Supercito 1/4 (6.30),Convencionales,kg,0,0,25.000,0,0,0,25.000
WH/Stock,0601034,Chanfercord 5/32 (4.0),Convencionales,kg,0,0,40.000,0,0,0,40.000
WH/Stock,0601050,SOLDARCO 18 5/32 (4.0),Convencionales,kg,0,0,375.000,0,0,0,375.000
WH/Stock,0601054,SOLDARCO 11 5/32 (4.0),Convencionales,kg,0,0,475.000,0,0,0,475.000
WH/Stock,0602006,Alcord 5 SI (3.25),Especiales,kg,0,0,30.000,0,0,0,30.000
WH/Stock,0602015,Citofonte 1/8,Especiales,kg,0,0,20.000,0,0,0,20.000
WH/Stock,0602019,Citodur 350 (3.25),Especiales,kg,0,0,20.000,0,0,0,20.000
WH/Stock,0602020,Citodur 350 (4.0),Especiales,kg,0,0,40.000,0,0,0,40.000
WH/Stock,0602023,Citodur 600 (3.25),Especiales,kg,0,0,140.000,0,0,0,140.000
WH/Stock,0602029,Citodur 1000 (3.25),Especiales,kg,0,0,180.000,0,0,0,180.000
WH/Stock,0602030,Citodur 1000 (4.0),Especiales,kg,0,0,160.000,0,0,0,160.000
WH/Stock,0602038,Inox AW 2.5,Especiales,kg,0,0,65.000,0,0,0,65.000
WH/Stock,0602039,Inox AW 3.25,Especiales,kg,0,0,60.000,0,0,0,60.000
WH/Stock,0602045,Inox BW ELC 3.25,Especiales,kg,0,0,20.000,0,0,0,20.000
WH/Stock,0602046,Inox BW ELC 4.0,Especiales,kg,0,0,20.000,0,0,0,20.000
WH/Stock,0602050,Inox CW 2.5,Especiales,kg,0,0,20.000,0,0,0,20.000
WH/Stock,0602052,Inox CW 4.0,Especiales,kg,0,0,60.000,0,0,0,60.000
WH/Stock,0602069,Exsa 106 1/8,Especiales,kg,0,0,20.000,0,0,0,20.000
WH/Stock,0602080,Exsatig 199 (1.6) TIGFIL,Especiales,kg,0,0,5.000,0,0,0,5.000
WH/Stock,0602090,Exsalot 307 (2.5) RODFIL,Especiales,kg,0,0,5.000,0,0,0,5.000
WH/Stock,0602103,Exsanox (2.0) (SOLDINOX),Especiales,kg,0,0,6.000,0,0,0,6.000
WH/Stock,0602128,ER 70 S-6 0.80 SOLDAMIG,Especiales,kg,0,0,450.000,0,0,0,450.000
WH/Stock,0602197,ER 70 S-6 1.00 SOLDAMIG,Especiales,kg,0,0,300.000,0,0,0,300.000
WH/Stock,0602203,SOLDATUB E-71 T-1 1.2m,Especiales,kg,0,0,300.000,0,0,0,300.000
WH/Stock,0602220,MIGFIL PS6-GC (0.8),Especiales,kg,0,0,1650.000,0,0,0,1650.000
WH/Stock,0602221,MIGFIL PS6-GC (1.0),Especiales,kg,0,0,1350.000,0,0,0,1350.000
WH/Stock,0601048,Soldadura Facilito 11 2.50,Convencionales,kg,0,0,800.000,0,0,0,800.000
WH/Stock,0601047,Soldadura Facilito 11 2.50,Convencionales,kg,0,0,2500.000,0,0,0,2500.000
WH/Stock,0111003,Tuerca Acer. ASTM A194 25m,Barra Helicoidal,Unit(s),0,0,300.000,0,0,0,300.000
WH/Stock,0111004,Placas PCLAC A36 25m 4.5X200X200m,Barra Helicoidal,pieza,0,0,300.000,0,0,0,300.000
WH/Stock,0111010,BARRA HELICOIDAL 25MM X 2 METROS,Barra Helicoidal,pieza,0,0,300.000,0,0,0,300.000
LIM/Existencias,1201001,Alambre Recocido Nº8 ,Alambre,kg,0,0,8000.000,0,0,0,8000.000
LIM/Existencias,1201003,Alambre Recocido Nº16,Alambre,kg,0,0,8000.000,0,0,0,8000.000
LIM/Existencias,1003001,Balleta Precor 0.6X6.00 mts.,Balleta Precor,Unit(s),0,0,3100.000,0,0,0,3100.000
LIM/Existencias,1003003,Balleta Precor 0.8X6.00 mts.,Balleta Precor,Unit(s),0,0,4500.000,0,0,0,4500.000
LIM/Existencias,1003006,Balleta Precor 0.8X6.00 mts. GALV,Balleta Precor,Unit(s),0,0,500.000,0,0,0,500.000
LIM/Existencias,1005004,Fleje de 50 m Cassado,Accesorios,m,0,0,8187.760,0,0,0,8187.760
LIM/Existencias,1005005,Tambores con Gancho,Accesorios,Unit(s),0,0,2000.000,0,0,0,2000.000
LIM/Existencias,1005006,Carteras de Descanso IM,Accesorios,Unit(s),0,0,1400.000,0,0,0,1400.000
LIM/Existencias,1005013,Kit de Postigo Asa Tubo,Accesorios,Unit(s),0,0,750.000,0,0,0,750.000
LIM/Existencias,1005014,Kit de Regla Asa Tubo,Accesorios,Unit(s),0,0,1000.000,0,0,0,1000.000
LIM/Existencias,1005018,Remache,Accesorios,kg,0,0,1000.000,0,0,0,1000.000
LIM/Existencias,0801012,Cemento Portland Puzolanico IP YURAX42.5 Kg.,Barra de Construcción,bls.,0,0,1400.000,0,0,0,1400.000
LIM/Existencias,1104004,"Bisagras 3X3/8""",Bisagras y Garruchas,Unit(s),0,0,6000.000,0,0,0,6000.000
LIM/Existencias,1104005,"Bisagras 4X1/2""",Bisagras y Garruchas,Unit(s),0,0,3500.000,0,0,0,3500.000
LIM/Existencias,1104007,"Bisagras 4X3/8""",Bisagras y Garruchas,Unit(s),0,0,3500.000,0,0,0,3500.000
LIM/Existencias,1104011,"Bisagras 4X5/8"" 2 AlasX43m",Bisagras y Garruchas,Unit(s),0,0,1000.000,0,0,0,1000.000
LIM/Existencias,1104012,"Bisagras 6X5/8"" 2 AlasX79m",Bisagras y Garruchas,Unit(s),0,0,500.000,0,0,0,500.000
LIM/Existencias,1104013,"Bisagras 6X5/8"" 3 AlasX43m",Bisagras y Garruchas,Unit(s),0,0,500.000,0,0,0,500.000
LIM/Existencias,1104014,"Bisagras 6X5/8"" 3 AlasX59m",Bisagras y Garruchas,Unit(s),0,0,500.000,0,0,0,500.000
LIM/Existencias,1104015,"Bisagras 6X5/8"" 3 AlasX79m",Bisagras y Garruchas,Unit(s),0,0,500.000,0,0,0,500.000
LIM/Existencias,1104017,"Bisagras 2X3/8""",Bisagras y Garruchas,Unit(s),0,0,8000.000,0,0,0,8000.000
LIM/Existencias,1104019,Bisagras 4X5/8 2 ALASX59m,Bisagras y Garruchas,Unit(s),0,0,750.000,0,0,0,750.000
LIM/Existencias,1104020,Bisagras 4X5/8X79m,Bisagras y Garruchas,Unit(s),0,0,500.000,0,0,0,500.000
LIM/Existencias,1107001,Clavo 2'',Clavos,kg,0,0,1320.000,0,0,0,1320.000
LIM/Existencias,1107003,Clavo 3'',Clavos,kg,0,0,1200.000,0,0,0,1200.000
LIM/Existencias,1107004,"Clavo 4"" ",Clavos,kg,0,0,300.000,0,0,0,300.000
LIM/Existencias,1107008,"Clavo 2 1/2"" ",Clavos,kg,0,0,810.000,0,0,0,810.000
LIM/Existencias,0301004,"Cañeria GALV 1/2""X2.0mX6.4m S/R",Galvanizada,Unit(s),0,0,400.000,0,0,0,400.000
LIM/Existencias,0301008,"Cañeria GALV 3/4""X2.0mX6.4m S/R",Galvanizada,Unit(s),0,0,400.000,0,0,0,400.000
LIM/Existencias,0301011,"Cañeria GALV 1""X2.0mX6.4m S/R",Galvanizada,Unit(s),0,0,600.000,0,0,0,600.000
LIM/Existencias,0301018,"Tubo GALV 1.1/2""X2.0mX6.4m S/R",Galvanizada,Unit(s),0,0,854.000,0,0,0,854.000
LIM/Existencias,0301079,"Tubo GALV 2""X2.0mX6.4m S/R",Galvanizada,Unit(s),0,0,1389.000,0,0,0,1389.000
LIM/Existencias,0301081,"Tubo GALV 3""X2.5mX6.4m S/R",Galvanizada,Unit(s),0,0,100.000,0,0,0,100.000
LIM/Existencias,0301082,"Tubo GALV 4""X2.5mX6.4m S/R",Galvanizada,Unit(s),0,0,100.000,0,0,0,100.000
LIM/Existencias,0301092,"Tubo GALV 1.1/4""X2.0mX6.4m S/R",Galvanizada,Unit(s),0,0,300.000,0,0,0,300.000
LIM/Existencias,0302035,"Tubo SCH-80 1/2""",SCH,Unit(s),0,0,20.000,0,0,0,20.000
LIM/Existencias,0314006,"Tubo SCH-40 1/2""",SCH,Unit(s),0,0,200.000,0,0,0,200.000
LIM/Existencias,0314007,"Tubo SCH-40 3/4"" ",SCH,Unit(s),0,0,180.000,0,0,0,180.000
LIM/Existencias,0314009,"Tubo SCH-40 1.1/4""",SCH,Unit(s),0,0,300.000,0,0,0,300.000
LIM/Existencias,0314010,"Tubo SCH-40 1.1/2""",SCH,Unit(s),0,0,400.000,0,0,0,400.000
LIM/Existencias,0314011,"Tubo SCH-40 2"" ",SCH,Unit(s),0,0,420.000,0,0,0,420.000
LIM/Existencias,0314012,"Tubo SCH-40 2.1/2""",SCH,Unit(s),0,0,50.000,0,0,0,50.000
